twitter_username,twitter_id,mastodon_username
ernestodurand,134644536,https://mstdn.social/@stux
JoeApplMath,771647395,https://home.social/@ApplMath
CaravanCanary,212859966,https://mastodonapp.uk/@startrek/109382948924789495
kunaldchowdhury,29394479,https://techhub.social/@kunaldchowdhury
prosopis,17829230,https://hachyderm.io/@xian
andermann_jens,988184752216821760,https://masto.ai/@anderjens/109383512380609021
_cpuk,1040272906884993025,https://mastodon.sdf.org/@capuk
jkriggins,16789906,https://hachyderm.io/@jkriggins/109383246270650381
Dr_ClaireEllen,1088909844017500162,https://critcare.social/@claire
MattKassell,346285266,https://mastodonapp.uk/@emkercel
EnglandCreate,1109458515754659841,https://mastodonapp.uk/@CreateEngland
stephanimation,244995970,https://socel.net/@stephanimation
wampusmm,16003648,https://lor.sh/@wampusmm
BambiSahabDance,1363573364292349954,https://mastodon.art/@BambiSahab
SnarkandClarity,2818555969,https://mastodon.scot/@dorianhepburn
Poeta_HoChiMinh,854881918776729600,https://mastodon.world/@poeta_hochiminh
laelia15_spm,3063305088,https://mograph.social/@robtravis/109384132542612844
dlagunas,31442845,https://mastodon.world/@themexidan
Neil1808,274740543,https://aus.social/@Neil1808
MikeMathia,16064403,https://mastodon.online/@mastodonmigration/109382990089970930
belagaytan,1363974051715244033,https://kolektiva.social/@belagaytan
Fog_0f_War,2848259559,https://c.im/@3RingCircus/109384835510145414
RyanJon2040,315746437,https://mastodon.gamedev.place/@ryanjon2040
ValerioVerrecc1,933836678275444736,https://mastodon.uno/@checkmaze
ThistleArtsOnly,3151868627,https://mastodon.art/@ThistleArts
gijn,130596773,https://journa.host/@GIJN
JDRaskin,722104464048594944,https://universeodon.com/@JonRaskin
JFreeWolny,1391744874781847554,https://101010.pl/@JFreeWolny/109387618962810265
VincBaillargeon,953694438378954757,https://mastodon.world/@VincentBaillargeon
colingrist,63829588,https://masto.social/@colingrist
BensGamingBlog,286658614,https://mastodon.world/@BenStreamt
MPE_13,1399446292779175938,https://piaille.fr/@MPE13
Eric_A_Anderson,14744403,https://mastodon.world/@Eric_A_Anderson
mamasophs,22775616,https://handmade.social/@mamasophs
EvelyneJardin,250339392,https://mastodon.social/@evelynej
SummerFieldsMC,2726750490,https://craftodon.social/@SummerFields
SturmarchivCH,540763774,https://meteo.social/@sturmarchiv
warandpeass,560635764,https://mastodon.social/@warandpeas
Bad_Baby_Bunny,1022908216815112192,https://mastodon.online/@BadBabyBunny
paranoah17,1393909968076685316,https://ravenation.club/@paranoah/109389219691207488
1upGaming1up,115313586,https://mastodon.world/@1upGaming
micaela_qr,832336466,https://epicure.social/@micaelaqr/109389273243051159
CXMorales,47357817,https://mastodon.world/@cxmorales
CinnamonBunnyGr,949056855300481026,https://universeodon.com/@CinnaBunni
MidgeRekab,1372582844116111367,https://mstdn.social/@padkoala
fotoelix,1377330245850775556,https://mastodonczech.cz/@elix
UR_Ninja,2984679029,https://mastodon.social/@UnicornRiot
turnepf,19717420,https://indieweb.social/@turnepf
TomatoCheese,1316173334917181440,https://famichiki.jp/@TomatoGrilledCheese
thestoryrelived,2447218411,https://mastodon.ie/@gerardryan
WTIunibe,2865352137,https://home.social/@WTI
ASCBiology,111584424,https://home.social/@ASCBiology
steve_magruder,1271494254490275846,https://universeodon.com/@steve_magruder
DonCristo_,156400532,https://lile.cl/@DonCristo_
stereoDecor_NSW,760023524484325377,https://socel.net/@stereoDecor
peachybrets,325868692,https://newsie.social/@peachybrets
SaganandLoki,16292769,https://writing.exchange/@blindscribe/109388124872332539
baltakatei,227533268,https://twit.social/@baltakatei
MatthiasSuessen,330227796,https://norden.social/@msutools
NHillsNews,3982587802,https://federated.press/@Nordoniahillsnews/
RCMelick,414172406,https://home.social/@rmelick
PlasmaMagnet,835424522471899136,https://mstdn.social/@waterwasp
carlosedp,15175826,https://fosstodon.org/@carlosedp/109395144869978726
quietreasoner,2289857503,https://universeodon.com/@quietreasoner
LoganVadivelu,76346033,https://sfba.social/@loganvadivelu/109395964537851022
BlackEpiscopal,252241065,https://episcodon.net/@Clinton
MikeLICSW,198375704,https://mas.to/@MikeLICSW
jmscarpati1,1340814311325917190,https://c.im/@jmscarpati1
heidelberg_er,2845742572,https://mastodon.social/@heidelberg_er
k_vlcak,2544064688,https://genomic.social/@vlkofly
chu_tum,856477774852354049,https://det.social/@chu_tum
